,Country,Crop,Model_Type,R2
376,China,Cereals (Rice Milled Eqv),lasso_0.8,0.6935203071809992
377,China,"Coffee, green",lasso_400,0.38860758771201387
378,China,Grapes,mir_0.3_lasso_400,0.464586522873082
379,China,Maize,mir_0.4_classic_linear_regression,0.568209634777092
380,China,"Oil, palm",mir_0.3_lasso_0.02,0.4748357052253256
381,China,Oranges,mir_0.4_classic_linear_regression,0.5813227992259027
382,China,"Peas, dry",mir_0.3_lasso_400,0.8241928941512062
383,China,Potatoes,mir_0.4_classic_linear_regression,0.575889435602979
384,China,Rapeseed,mir_0.3_lasso_400,0.5283138644484812
385,China,"Rice, paddy",mir_0.5_classic_linear_regression,0.534158896954088
386,China,Rye,mir_0.5_classic_linear_regression,-0.039808032772670865
387,China,Sesame seed,mir_0.3_lasso_400,0.47807589230162095
388,China,Soybeans,mir_0.2_lasso_400,0.48343590625092925
389,China,Sugar beet,mir_0.4_classic_linear_regression,0.5700983072156898
390,China,Sugar cane,mir_0.3_lasso_200,0.7457656948378488
391,China,Sunflower seed,mir_0.4_classic_linear_regression,0.5096110122294828
392,China,Sweet potatoes,mir_0.4_classic_linear_regression,0.7253756409569099
393,China,Tea,mir_0.3_lasso_200,0.4970153828025389
394,China,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.6400622500354519
395,China,Tomatoes,mir_0.4_classic_linear_regression,0.7499969247862912
396,China,Wheat,mir_0.4_lasso_0.02,0.6597791757832047
397,Colombia,Avocados,mir_0.4_classic_linear_regression,0.7855023678921217
398,Colombia,Bananas,mir_0.4_classic_linear_regression,0.7726685457046613
399,Colombia,Barley,lasso_0.5,0.6111607395473997
400,Colombia,"Beans, dry",mir_0.4_classic_linear_regression,0.6892221642424288
401,Colombia,Cassava,mir_0.3_lasso_400,0.4245781502147852
402,Colombia,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.5775247332083395
403,Colombia,"Cocoa, beans",lasso_100,0.29941642434434235
404,Colombia,"Coffee, green",mir_0.3_lasso_400,0.46818343828325226
405,Colombia,Grapes,mir_0.4_classic_linear_regression,0.6371590209189214
406,Colombia,Maize,mir_0.4_classic_linear_regression,0.40257928807375476
407,Colombia,"Oil, palm",lasso_0.8,0.5363775658864041
408,Colombia,Oranges,mir_0.4_lasso_400,0.5707968404061542
409,Colombia,"Peas, dry",mir_0.5_classic_linear_regression,0.3680702310745909
410,Colombia,Potatoes,mir_0.5_classic_linear_regression,0.5679049444229675
411,Colombia,"Rice, paddy",mir_0.3_lasso_400,0.4949530061450558
412,Colombia,Sesame seed,mir_0.4_lasso_0.02,0.5648923220376736
413,Colombia,Soybeans,mir_0.4_classic_linear_regression,0.5701661702114214
414,Colombia,Sugar cane,mir_0.5_lasso_0.02,0.02222516202839009
415,Colombia,"Tobacco, unmanufactured",mir_0.2_lasso_400,0.33395653971128625
416,Colombia,Tomatoes,mir_0.5_classic_linear_regression,0.6059160854307277
417,Colombia,Wheat,mir_0.5_classic_linear_regression,0.6705441648163698
418,Colombia,Yams,mir_0.3_lasso_50,0.8360639948875181
419,Comoros,Bananas,mir_0.3_lasso_400,0.5323166490967699
420,Comoros,Cassava,mir_0.4_lasso_30,0.3970216283491915
421,Comoros,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.6730766938615311
422,Comoros,"Cocoa, beans",mir_0.2_lasso_400,0.43075956323109565
423,Comoros,"Coffee, green",mir_0.3_lasso_400,0.7747904780141281
424,Comoros,Maize,lasso_0.8,0.6391852980101946
425,Comoros,"Rice, paddy",mir_0.5_classic_linear_regression,0.20401029892427536
426,Comoros,Sweet potatoes,mir_0.4_classic_linear_regression,0.3740178867825049
427,Costa Rica,Avocados,mir_0.4_classic_linear_regression,0.6143759800288006
428,Costa Rica,Bananas,mir_0.3_lasso_400,0.683277814542038
429,Costa Rica,"Beans, dry",lasso_8,0.4211960589683278
430,Costa Rica,Cassava,mir_0.5_classic_linear_regression,0.6012884517909118
431,Costa Rica,Cereals (Rice Milled Eqv),mir_0.5_classic_linear_regression,0.17587571516690725
432,Costa Rica,"Cocoa, beans",mir_0.2_lasso_200,0.40052994882384196
433,Costa Rica,"Coffee, green",mir_0.3_lasso_400,0.54536141011607
434,Costa Rica,Maize,mir_0.3_lasso_400,0.6123118477283376
435,Costa Rica,"Oil, palm",mir_0.3_lasso_400,0.5037873768949794
436,Costa Rica,Oranges,lasso_0.5,0.3599665461419551
437,Costa Rica,Potatoes,mir_0.3_lasso_400,0.40910208593003516
438,Costa Rica,"Rice, paddy",mir_0.4_lasso_200,0.33262709632943743
439,Costa Rica,Sesame seed,mir_0.3_lasso_400,0.5665225260704668
440,Costa Rica,Sugar cane,mir_0.4_classic_linear_regression,0.435534552909392
441,Costa Rica,"Tobacco, unmanufactured",mir_0.3_lasso_30,0.6129613309180535
442,Costa Rica,Tomatoes,mir_0.3_lasso_400,0.72629532892683
443,Cote d'Ivoire,Avocados,mir_0.4_classic_linear_regression,0.6227517576750021
444,Cote d'Ivoire,Bananas,lasso_0.8,0.5277015789493495
445,Cote d'Ivoire,"Cashew nuts, with shell",mir_0.3_lasso_400,0.6921289354167681
446,Cote d'Ivoire,Cassava,mir_0.3_lasso_8,0.5031142150097985
447,Cote d'Ivoire,Cereals (Rice Milled Eqv),mir_0.2_lasso_400,0.2635097048132886
448,Cote d'Ivoire,"Cocoa, beans",mir_0.5_classic_linear_regression,0.08434495289685318
449,Cote d'Ivoire,"Coffee, green",mir_0.4_lasso_400,0.39290399726337
450,Cote d'Ivoire,Maize,mir_0.5_lasso_0.02,0.5636034503460219
451,Cote d'Ivoire,"Oil, palm",mir_0.5_classic_linear_regression,0.6729995841962872
452,Cote d'Ivoire,Oranges,mir_0.4_lasso_400,0.6678739146542344
453,Cote d'Ivoire,"Rice, paddy",mir_0.5_classic_linear_regression,0.532927131311218
454,Cote d'Ivoire,Sesame seed,mir_0.2_lasso_400,0.4111330727426672
455,Cote d'Ivoire,Sweet potatoes,mir_0.4_classic_linear_regression,0.7169508397881392
456,Cote d'Ivoire,"Tobacco, unmanufactured",mir_0.5_classic_linear_regression,0.5434864153905902
457,Cote d'Ivoire,Tomatoes,mir_0.2_lasso_400,0.449684020197909
458,Cote d'Ivoire,Yams,mir_0.4_classic_linear_regression,0.3607574511432422
459,Cuba,Avocados,mir_0.4_classic_linear_regression,0.6049850153427223
460,Cuba,Bananas,lasso_0.02,0.6861820170657604
461,Cuba,"Beans, dry",lasso_400,-0.7137553381615278
462,Cuba,Cassava,mir_0.3_lasso_400,0.4925857659666606
463,Cuba,Cereals (Rice Milled Eqv),lasso_0.8,0.4745471606692345
464,Cuba,"Cocoa, beans",mir_0.4_classic_linear_regression,0.7630852652536414
465,Cuba,"Coffee, green",mir_0.4_lasso_400,0.38792304115160525
466,Cuba,Maize,mir_0.4_classic_linear_regression,0.5895112511766517
467,Cuba,Oranges,mir_0.5_classic_linear_regression,0.6350687692550627
468,Cuba,Potatoes,mir_0.3_classic_linear_regression,0.5212189006894963
469,Cuba,"Rice, paddy",mir_0.4_lasso_0.02,0.3371716221747064
470,Cuba,Sugar cane,mir_0.5_classic_linear_regression,0.6551669702380227
471,Cuba,Sweet potatoes,lasso_2,0.5871974725162137
472,Cuba,"Tobacco, unmanufactured",lasso_0.5,0.43590224869853533
473,Cuba,Tomatoes,mir_0.4_lasso_400,0.6118579598073182
474,Cyprus,Apples,mir_0.4_classic_linear_regression,0.6770235149741297
475,Cyprus,Avocados,lasso_2,0.6433481297984264
476,Cyprus,Bananas,mir_0.5_classic_linear_regression,0.40442124492597653
477,Cyprus,Barley,mir_0.5_classic_linear_regression,0.3671093687124498
478,Cyprus,"Beans, dry",mir_0.3_lasso_400,0.5928456939864921
479,Cyprus,Cereals (Rice Milled Eqv),lasso_2,0.404899791918796
480,Cyprus,Grapes,mir_0.3_lasso_400,0.2568163969756493
481,Cyprus,Oranges,mir_0.4_classic_linear_regression,0.6377566243141659
482,Cyprus,Potatoes,mir_0.4_lasso_0.02,0.5742008922514916
483,Cyprus,Sesame seed,mir_0.3_lasso_400,0.4868911543600406
484,Cyprus,Tomatoes,mir_0.3_classic_linear_regression,0.7186969282571947
485,Cyprus,Wheat,mir_0.4_classic_linear_regression,0.7813862670602074
486,Denmark,Apples,mir_0.5_classic_linear_regression,0.5587354871647539
487,Denmark,Barley,mir_0.3_lasso_400,0.6296929771207892
488,Denmark,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.45816337747472713
489,Denmark,"Peas, dry",mir_0.4_classic_linear_regression,0.6309093655184339
490,Denmark,Potatoes,mir_0.4_lasso_0.02,0.7348324035382252
491,Denmark,Rapeseed,mir_0.4_classic_linear_regression,0.04615731721127381
492,Denmark,Rye,mir_0.4_classic_linear_regression,0.7060237340814512
493,Denmark,Sugar beet,mir_0.4_lasso_400,0.6625127658919328
494,Denmark,Tomatoes,mir_0.3_classic_linear_regression,0.5934267556237979
495,Denmark,Wheat,mir_0.4_lasso_400,0.3729605602387436
496,Djibouti,Tomatoes,mir_0.2_lasso_400,0.5116138739287341
497,Dominica,Avocados,mir_0.4_lasso_0.02,0.46663528580729685
498,Dominica,Bananas,mir_0.5_classic_linear_regression,0.6449729409676853
499,Dominica,Cassava,mir_0.4_classic_linear_regression,0.7425198977787972
500,Dominica,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.5606013905365973
501,Dominica,"Cocoa, beans",mir_0.4_classic_linear_regression,0.7301295278396176
502,Dominica,Maize,mir_0.4_lasso_0.02,0.5852224699858967
503,Dominica,Oranges,mir_0.4_classic_linear_regression,0.7145579383895155
504,Dominica,Potatoes,mir_0.4_lasso_400,0.7335770865337715
505,Dominica,Sugar cane,mir_0.4_classic_linear_regression,0.6214628469407886
506,Dominica,Sweet potatoes,mir_0.3_lasso_400,0.63970434498783
507,Dominica,Yams,lasso_400,0.17122172961872884
508,Dominican Republic,Avocados,mir_0.3_lasso_8,0.5251788085107574
509,Dominican Republic,Bananas,mir_0.2_lasso_400,0.482127993604231
510,Dominican Republic,"Beans, dry",mir_0.3_classic_linear_regression,0.44560174405939534
511,Dominican Republic,"Cashew nuts, with shell",mir_0.4_lasso_0.02,0.6114738972886464
512,Dominican Republic,Cassava,mir_0.3_lasso_0.5,0.6058675143490972
513,Dominican Republic,Cereals (Rice Milled Eqv),mir_0.4_lasso_30,0.6806078007856533
514,Dominican Republic,"Cocoa, beans",mir_0.4_classic_linear_regression,-0.18097718173195054
515,Dominican Republic,"Coffee, green",lasso_0.02,-0.31638552967633604
516,Dominican Republic,Maize,mir_0.3_lasso_400,0.5032918013562231
517,Dominican Republic,Oranges,mir_0.3_lasso_400,0.4938594186687765
518,Dominican Republic,"Peas, dry",mir_0.3_lasso_50,0.6954659367732821
519,Dominican Republic,Potatoes,mir_0.4_classic_linear_regression,0.4976871730017257
520,Dominican Republic,"Rice, paddy",mir_0.3_lasso_0.8,0.6669001917650634
521,Dominican Republic,Sugar cane,lasso_0.8,0.5005814679679945
522,Dominican Republic,Sweet potatoes,mir_0.3_lasso_400,0.5366143096665934
523,Dominican Republic,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.7238276814256214
524,Dominican Republic,Tomatoes,mir_0.4_lasso_50,0.7187070720212516
525,Dominican Republic,Yams,lasso_2,0.2973718540513557
526,Ecuador,Apples,mir_0.3_lasso_30,0.7861297923683656
527,Ecuador,Avocados,mir_0.4_lasso_400,0.6036445023196033
528,Ecuador,Bananas,mir_0.4_lasso_200,0.32637651793010325
529,Ecuador,Barley,mir_0.4_classic_linear_regression,0.6079598695052577
530,Ecuador,"Beans, dry",mir_0.4_lasso_400,0.4691116232031437
531,Ecuador,Cassava,mir_0.3_lasso_400,0.44783082410542785
532,Ecuador,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.7368236973722364
533,Ecuador,"Cocoa, beans",mir_0.4_classic_linear_regression,0.6407445782620446
534,Ecuador,"Coffee, green",lasso_0.8,0.6062398139235761
535,Ecuador,Grapes,mir_0.3_lasso_400,0.4838681437899979
536,Ecuador,Maize,mir_0.4_classic_linear_regression,0.5626653309965788
537,Ecuador,"Oil, palm",mir_0.5_classic_linear_regression,0.35810383548406766
538,Ecuador,Oranges,lasso_2,0.3392836026065039
539,Ecuador,"Peas, dry",mir_0.4_classic_linear_regression,0.4669746207934833
540,Ecuador,Potatoes,mir_0.4_classic_linear_regression,0.4854201176380535
541,Ecuador,"Rice, paddy",lasso_0.5,0.5305497855087731
542,Ecuador,Rye,mir_0.4_classic_linear_regression,0.3970395540104181
543,Ecuador,Sesame seed,mir_0.3_lasso_400,0.48307508210644456
544,Ecuador,Soybeans,mir_0.4_classic_linear_regression,0.6047906756139435
545,Ecuador,Sugar beet,mir_0.4_lasso_0.02,0.6399837513857278
546,Ecuador,Sugar cane,mir_0.3_lasso_400,0.6495286680510399
547,Ecuador,Sweet potatoes,mir_0.3_lasso_400,0.4816506221328468
548,Ecuador,Tea,mir_0.3_lasso_400,0.6245711749191879
549,Ecuador,"Tobacco, unmanufactured",lasso_0.02,0.3331452338011457
550,Ecuador,Tomatoes,mir_0.4_classic_linear_regression,0.7051627797583726
551,Ecuador,Wheat,mir_0.3_lasso_400,0.43964797241023146
552,El Salvador,Avocados,mir_0.4_classic_linear_regression,0.3747656264074575
553,El Salvador,"Beans, dry",mir_0.5_classic_linear_regression,0.7141146137657597
554,El Salvador,"Cashew nuts, with shell",mir_0.4_lasso_0.02,0.5259606840598243
555,El Salvador,Cassava,mir_0.5_classic_linear_regression,0.3445588053128825
556,El Salvador,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.48933198697212976
557,El Salvador,"Cocoa, beans",mir_0.4_classic_linear_regression,0.7929351704622847
558,El Salvador,"Coffee, green",mir_0.4_classic_linear_regression,0.5664838284738338
559,El Salvador,Maize,mir_0.3_lasso_8,0.5781219730890781
560,El Salvador,Oranges,mir_0.4_classic_linear_regression,0.6813428561896689
561,El Salvador,Potatoes,mir_0.3_lasso_400,0.4411437312235509
562,El Salvador,"Rice, paddy",mir_0.4_classic_linear_regression,0.3398857112120468
563,El Salvador,Sesame seed,lasso_0.02,0.32314732368581733
564,El Salvador,Sugar cane,mir_0.5_classic_linear_regression,0.3032502469869165
565,El Salvador,Sweet potatoes,mir_0.2_lasso_400,0.392634148610578
566,El Salvador,"Tobacco, unmanufactured",lasso_0.8,0.48765166167253793
567,El Salvador,Tomatoes,mir_0.5_lasso_0.02,0.4546804785730456
568,Equatorial Guinea,Bananas,mir_0.2_classic_linear_regression,0.22869530598565535
569,Equatorial Guinea,Cassava,mir_0.3_lasso_400,0.42592207484128997
570,Equatorial Guinea,"Cocoa, beans",mir_0.3_lasso_400,0.6470294881716321
571,Equatorial Guinea,"Coffee, green",mir_0.3_classic_linear_regression,0.668532005676523
572,Equatorial Guinea,"Oil, palm",mir_0.4_lasso_200,0.4015588013590998
573,Equatorial Guinea,Sweet potatoes,mir_0.3_lasso_200,0.5306960670306646
574,Eswatini,Bananas,lasso_0.5,0.5078615288450747
575,Eswatini,"Beans, dry",mir_0.4_classic_linear_regression,0.44790296123451956
576,Eswatini,Cereals (Rice Milled Eqv),mir_0.3_lasso_2,0.5606604523527604
577,Eswatini,Maize,mir_0.5_classic_linear_regression,0.498870724253743
578,Eswatini,Oranges,mir_0.4_classic_linear_regression,0.768412974627734
579,Eswatini,Potatoes,lasso_0.8,0.496003584129335
580,Eswatini,"Rice, paddy",mir_0.4_lasso_0.02,0.29581947238124184
581,Eswatini,Sugar cane,mir_0.3_lasso_400,0.703676829601751
582,Eswatini,Sweet potatoes,lasso_400,0.24243573642488658
583,Eswatini,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.7020162340977265
584,Eswatini,Tomatoes,mir_0.3_lasso_400,0.5043136049104648
585,Fiji,Bananas,lasso_0.8,0.518587341338496
586,Fiji,Cassava,mir_0.3_classic_linear_regression,0.6668637144185905
587,Fiji,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.7529620716603013
588,Fiji,"Cocoa, beans",mir_0.3_lasso_400,0.4215189474133545
589,Fiji,Maize,mir_0.4_lasso_400,0.5020506420912703
590,Fiji,Oranges,lasso_400,0.3309470237063281
591,Fiji,Potatoes,mir_0.4_classic_linear_regression,0.5834681451258805
592,Fiji,"Rice, paddy",mir_0.3_lasso_400,0.582094129995409
593,Fiji,Sugar cane,mir_0.4_lasso_400,-0.5370193894028208
594,Fiji,Sweet potatoes,mir_0.2_lasso_200,0.4883978834713767
595,Fiji,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.6806975604687244
596,Fiji,Yams,mir_0.3_lasso_100,-0.9945972355553021
597,Finland,Apples,mir_0.4_lasso_0.02,0.49716395010282843
598,Finland,Barley,mir_0.4_lasso_0.02,0.3865748217624484
599,Finland,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.6088386015681724
600,Finland,"Peas, dry",mir_0.5_classic_linear_regression,0.18904668020874316
601,Finland,Potatoes,mir_0.2_lasso_400,0.5812304055398052
602,Finland,Rapeseed,mir_0.4_classic_linear_regression,0.6403900296550087
603,Finland,Rye,mir_0.3_lasso_400,0.5680213833052836
604,Finland,Sugar beet,mir_0.5_classic_linear_regression,0.6994764976710459
605,Finland,Tomatoes,mir_0.4_classic_linear_regression,0.6193074010831097
606,Finland,Wheat,lasso_0.8,0.6033160756325138
607,France,Apples,mir_0.3_lasso_400,0.569733364888007
608,France,Barley,mir_0.5_classic_linear_regression,-0.14416348898688702
609,France,"Beans, dry",mir_0.3_lasso_0.8,0.6145598658427784
610,France,Cereals (Rice Milled Eqv),lasso_0.5,0.5065044495271449
611,France,Grapes,mir_0.3_lasso_400,0.5762076702900891
612,France,Maize,mir_0.4_lasso_400,0.3047613803725494
613,France,Oranges,mir_0.4_classic_linear_regression,0.43064561926796907
614,France,"Peas, dry",mir_0.4_classic_linear_regression,0.6523072167416983
615,France,Potatoes,lasso_0.8,0.5469175230442647
616,France,Rapeseed,mir_0.5_lasso_0.02,0.6566767003742886
617,France,"Rice, paddy",mir_0.4_lasso_400,0.40927072458751346
618,France,Rye,mir_0.4_classic_linear_regression,0.49928559143094886
619,France,Sugar beet,lasso_0.02,0.46211406136879274
620,France,Sunflower seed,mir_0.3_lasso_400,0.6183362966889021
621,France,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.5761037139722106
622,France,Tomatoes,mir_0.4_lasso_400,0.5322507181594232
623,France,Wheat,lasso_400,0.5849786042367997
624,French Polynesia,Bananas,mir_0.4_lasso_0.02,0.7034238108425919
625,French Polynesia,Cassava,mir_0.4_classic_linear_regression,0.5877974816219057
626,French Polynesia,"Coffee, green",mir_0.3_lasso_0.02,0.5201314172102578
627,French Polynesia,Oranges,mir_0.4_classic_linear_regression,0.6245426161398853
628,French Polynesia,Potatoes,mir_0.4_classic_linear_regression,0.5954310867860484
629,French Polynesia,Sugar cane,mir_0.4_lasso_400,0.38206001257973665
630,French Polynesia,Tomatoes,mir_0.4_classic_linear_regression,0.6562639799731762
631,Gabon,Bananas,mir_0.5_classic_linear_regression,0.479774697239586
632,Gabon,Cassava,lasso_0.02,0.4935006309567139
633,Gabon,Cereals (Rice Milled Eqv),mir_0.2_lasso_400,0.4199303293068323
634,Gabon,"Cocoa, beans",lasso_0.5,0.49888333705187704
635,Gabon,"Coffee, green",mir_0.4_lasso_400,0.37122104908680953
636,Gabon,Maize,mir_0.3_lasso_400,0.37197374946700956
637,Gabon,"Oil, palm",mir_0.5_classic_linear_regression,0.6611791512268134
638,Gabon,"Rice, paddy",mir_0.4_classic_linear_regression,0.5668163931923915
639,Gabon,Sugar cane,mir_0.3_classic_linear_regression,0.6784652844247192
640,Gabon,Sweet potatoes,mir_0.3_lasso_0.8,0.6739566025691446
641,Gabon,Yams,lasso_0.8,0.3413796112879284
642,Germany,Apples,mir_0.4_classic_linear_regression,0.6780503704100546
643,Germany,Barley,mir_0.4_classic_linear_regression,0.6110066510668573
644,Germany,Cereals (Rice Milled Eqv),mir_0.5_classic_linear_regression,0.18848958447480768
645,Germany,Grapes,mir_0.4_lasso_0.02,0.6744309885980837
646,Germany,Maize,mir_0.3_lasso_400,0.5953942833634769
647,Germany,"Peas, dry",mir_0.4_classic_linear_regression,0.4988514685616432
648,Germany,Potatoes,mir_0.3_lasso_30,0.5599869293644981
649,Germany,Rapeseed,mir_0.5_classic_linear_regression,0.319040055523106
650,Germany,Rye,mir_0.3_lasso_400,0.6347584370526487
651,Germany,Sugar beet,mir_0.5_classic_linear_regression,0.6024528036933736
652,Germany,"Tobacco, unmanufactured",mir_0.4_lasso_0.02,0.35600966382495736
653,Germany,Tomatoes,mir_0.4_lasso_0.02,0.5802546987633871
654,Germany,Wheat,mir_0.4_classic_linear_regression,0.29600829134883155
655,Ghana,Avocados,mir_0.5_classic_linear_regression,0.48199232219070676
656,Ghana,Bananas,mir_0.3_lasso_30,0.3922921476228477
657,Ghana,Cassava,mir_0.4_classic_linear_regression,0.612303530752228
658,Ghana,Cereals (Rice Milled Eqv),mir_0.4_classic_linear_regression,0.8242924294947818
659,Ghana,"Cocoa, beans",mir_0.3_lasso_0.02,0.4430314405500293
660,Ghana,"Coffee, green",mir_0.5_lasso_0.02,0.6555752560483992
661,Ghana,Maize,mir_0.4_classic_linear_regression,0.6091897609351753
662,Ghana,"Oil, palm",mir_0.3_lasso_400,0.5109197491098297
663,Ghana,Oranges,mir_0.3_lasso_400,0.478499333578568
664,Ghana,"Rice, paddy",mir_0.3_lasso_50,0.48108703145662945
665,Ghana,Sugar cane,mir_0.4_classic_linear_regression,0.6695069884798017
666,Ghana,"Tobacco, unmanufactured",mir_0.2_lasso_200,0.43619604657769007
667,Ghana,Tomatoes,mir_0.4_classic_linear_regression,0.5409152560535031
668,Ghana,Yams,mir_0.2_lasso_400,0.290939662810926
669,Greece,Apples,lasso_0.02,0.5408919829055441
670,Greece,Bananas,lasso_0.8,0.4379071665860411
671,Greece,Barley,lasso_100,0.4442968129949115
672,Greece,"Beans, dry",mir_0.5_classic_linear_regression,0.20849969912996935
673,Greece,Cereals (Rice Milled Eqv),lasso_20,0.4136917970500873
674,Greece,Grapes,mir_0.5_classic_linear_regression,0.5759304536172096
675,Greece,Maize,mir_0.4_classic_linear_regression,0.27503300697654987
676,Greece,Oranges,mir_0.4_lasso_400,0.23827453555233336
677,Greece,"Peas, dry",mir_0.3_lasso_200,0.501621994329709
678,Greece,Potatoes,mir_0.4_lasso_30,0.538963241348468
679,Greece,"Rice, paddy",mir_0.4_lasso_400,0.34922042347680504
680,Greece,Rye,mir_0.3_lasso_0.02,0.591856617210282
681,Greece,Sesame seed,mir_0.3_lasso_400,0.5806056968114663
682,Greece,Sugar beet,lasso_0.8,0.3831015397316604
683,Greece,Sunflower seed,mir_0.4_lasso_0.02,0.3415034320011052
684,Greece,Sweet potatoes,mir_0.5_classic_linear_regression,0.26492865869465554
685,Greece,"Tobacco, unmanufactured",lasso_0.5,0.6258271018405301
686,Greece,Tomatoes,mir_0.4_lasso_200,0.4045021016072361
687,Greece,Wheat,mir_0.5_classic_linear_regression,0.5242992778478528
688,Grenada,Apples,mir_0.3_lasso_400,0.58133114876511
689,Grenada,Avocados,mir_0.3_lasso_400,0.5533464775890229
690,Grenada,Bananas,mir_0.4_classic_linear_regression,0.5979382415074759
691,Grenada,"Beans, dry",lasso_0.8,0.49166899950041154
692,Grenada,Cassava,mir_0.4_lasso_400,0.3740869575235196
693,Grenada,Cereals (Rice Milled Eqv),mir_0.4_lasso_400,0.5351438444206518
694,Grenada,"Cocoa, beans",mir_0.5_classic_linear_regression,0.7677170278517303
695,Grenada,Maize,lasso_200,0.38746097035412597
696,Grenada,Oranges,mir_0.4_lasso_400,0.3348878780395317
697,Grenada,Sugar cane,mir_0.4_classic_linear_regression,0.5830875147611014
698,Grenada,Sweet potatoes,mir_0.4_classic_linear_regression,0.6526576363819849
699,Grenada,Tomatoes,lasso_20,0.4172030926179918
700,Grenada,Yams,mir_0.4_lasso_0.02,0.3911305108167331
701,Guam,Bananas,mir_0.5_classic_linear_regression,0.09630464946857198
702,Guam,Cereals (Rice Milled Eqv),lasso_2,0.25770166398035954
703,Guam,Maize,mir_0.5_classic_linear_regression,0.47904977777586966
704,Guam,Sweet potatoes,mir_0.4_lasso_400,0.5246108266888747
705,Guam,Tomatoes,lasso_8,0.43262910811763566
706,Guatemala,Apples,mir_0.3_classic_linear_regression,0.6399664324910044
707,Guatemala,Avocados,mir_0.4_classic_linear_regression,0.6520972070745117
708,Guatemala,Bananas,lasso_0.8,0.42552596330025727
709,Guatemala,Barley,mir_0.3_lasso_400,0.31091989333069536
710,Guatemala,"Beans, dry",mir_0.3_lasso_400,0.4380231044224552
711,Guatemala,Cassava,mir_0.4_classic_linear_regression,0.23913569997161355
712,Guatemala,Cereals (Rice Milled Eqv),mir_0.3_lasso_400,0.561921565698483
713,Guatemala,"Cocoa, beans",mir_0.4_lasso_0.02,0.5861182717299567
714,Guatemala,"Coffee, green",mir_0.4_classic_linear_regression,0.7591664549073952
715,Guatemala,Grapes,mir_0.5_classic_linear_regression,0.514601555508789
716,Guatemala,Maize,mir_0.4_classic_linear_regression,0.7171597449263218
717,Guatemala,Potatoes,mir_0.3_lasso_400,0.48828972191989284
718,Guatemala,"Rice, paddy",mir_0.4_lasso_0.02,0.559652809835159
719,Guatemala,Sesame seed,mir_0.4_classic_linear_regression,0.349580942599901
720,Guatemala,Sugar cane,mir_0.3_lasso_400,0.5073998495472818
721,Guatemala,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.5208007609094665
722,Guatemala,Tomatoes,mir_0.4_classic_linear_regression,0.45675981632756923
723,Guatemala,Wheat,mir_0.4_classic_linear_regression,0.5645579566325561
724,Guinea,Bananas,mir_0.3_lasso_400,0.5974061139914517
725,Guinea,Bissau,mir_0.3_classic_linear_regression,0.6464110331532644
726,Guinea,Cassava,mir_0.4_lasso_0.02,0.5554271222541111
727,Guinea,Cereals (Rice Milled Eqv),mir_0.4_lasso_400,0.3183471292890834
728,Guinea,"Cocoa, beans",mir_0.4_classic_linear_regression,0.5343612024262326
729,Guinea,"Coffee, green",mir_0.2_lasso_400,0.23459691154784246
730,Guinea,Maize,mir_0.5_lasso_0.02,-0.025940128512024208
731,Guinea,"Oil, palm",mir_0.3_lasso_400,0.4468581391904125
732,Guinea,"Rice, paddy",mir_0.4_classic_linear_regression,0.3966232592359702
733,Guinea,Sesame seed,lasso_0.02,0.2367275664183084
734,Guinea,Sweet potatoes,mir_0.2_lasso_400,0.27923123159615815
735,Guinea,"Tobacco, unmanufactured",mir_0.4_classic_linear_regression,0.6004243836146189
736,Guinea,Yams,mir_0.3_lasso_400,0.4884141829228198
737,Guyana,Avocados,mir_0.5_classic_linear_regression,0.5938356701561401
738,Guyana,Bananas,mir_0.3_lasso_400,0.46268968692703705
739,Guyana,Cereals (Rice Milled Eqv),mir_0.5_classic_linear_regression,0.5441235577302947
740,Guyana,"Cocoa, beans",mir_0.4_classic_linear_regression,0.5456845592168831
741,Guyana,"Coffee, green",lasso_0.8,0.5845870894714151
742,Guyana,Maize,mir_0.4_lasso_400,0.36106624911110763
743,Guyana,Oranges,mir_0.3_lasso_20,0.626917170218696
744,Guyana,"Peas, dry",mir_0.3_lasso_0.02,0.5769673709154
745,Guyana,"Rice, paddy",lasso_0.5,0.6448413762198009
746,Guyana,Sugar cane,mir_0.3_lasso_0.02,0.6237583110932291
747,Guyana,"Tobacco, unmanufactured",mir_0.3_lasso_400,0.42833758494199203
748,Guyana,Tomatoes,mir_0.3_lasso_400,0.226819972826104
749,Haiti,Avocados,mir_0.4_lasso_0.02,0.6552844034747525
